Manufacturer;Model Name;Category;Screen Size;Screen;RAM;GPU;Operating System;Operating System Version;Weight;Price (Euros);Touchscreen;Pixels;CPU Manufacturer;CPU Model;CPU Freq;Storage Prim;Storage Prim Type;Storage Sec
Lenovo;Thinkpad T460;Ultrabook;14.0;IPS Panel Full HD 1920x1080;8;Intel HD Graphics 520;Windows;10;1.7;1488.99;False;2073600.0;Intel;Core i7 6600U;2.6;256GB;SSD;
Lenovo;ThinkPad X270;Ultrabook;12.5;IPS Panel Full HD 1920x1080;8;Intel HD Graphics 620;Windows;10;1.36;1760.00;False;2073600.0;Intel;Core i5 7300U;2.6;256GB;SSD;
HP;ENVY -;Notebook;13.3;IPS Panel Full HD 1920x1080;8;Intel HD Graphics 620;Windows;10;1.34;1189.00;False;2073600.0;Intel;Core i5 7200U;2.5;256GB;SSD;
Toshiba;Tecra Z40-C-12Z;Notebook;14.0;IPS Panel Full HD 1920x1080;8;Intel HD Graphics 520;Windows;10;1.47;1490.00;False;2073600.0;Intel;Core i5 6200U;2.3;256GB;SSD;
HP;Spectre 13-V100nv;Notebook;13.3;IPS Panel Full HD 1920x1080;8;Intel HD Graphics 620;Windows;10;1.11;1149.00;False;2073600.0;Intel;Core i5 7200U;2.5;256GB;SSD;
Toshiba;Tecra Z40-C-136;Ultrabook;14.0;IPS Panel Full HD 1920x1080;8;Intel HD Graphics 520;Windows;10;1.47;1725.00;False;2073600.0;Intel;Core i7 6600U;2.6;256GB;SSD;
Lenovo;Thinkpad T570;Notebook;15.6;IPS Panel Full HD 1920x1080;8;Intel HD Graphics 620;Windows;10;1.95;1390.00;False;2073600.0;Intel;Core i5 7200U;2.5;256GB;SSD;
Lenovo;ThinkPad T560;Notebook;15.6;IPS Panel Full HD 1920x1080;8;Intel HD Graphics 520;Windows;10;2.3;1529.00;False;2073600.0;Intel;Core i7 6600U;2.6;256GB;SSD;
Lenovo;ThinkPad L460;Notebook;14.0;IPS Panel Full HD 1920x1080;8;Intel HD Graphics 520;Windows;10;1.9;1072.00;False;2073600.0;Intel;Core i5 6200U;2.3;256GB;SSD;
Dell;XPS 13;Ultrabook;13.3;IPS Panel Full HD / Touchscreen 1920x1080;8;Intel UHD Graphics 620;Windows;10;1.22;979.00;True;2073600.0;Intel;Core i5 8250U;1.6;128GB;SSD;
Dell;Inspiron 5379;2 in 1 Convertible;13.3;Full HD / Touchscreen 1920x1080;8;Intel UHD Graphics 620;Windows;10;1.62;819.00;True;2073600.0;Intel;Core i5 8250U;1.6;256GB;SSD;
Dell;Inspiron 7773;2 in 1 Convertible;17.3;Full HD / Touchscreen 1920x1080;12;Nvidia GeForce 150MX;Windows;10;2.77;999.00;True;2073600.0;Intel;Core i5 8250U;1.6;1TB;HDD;
Acer;Spin 5;2 in 1 Convertible;13.3;IPS Panel Full HD / Touchscreen 1920x1080;8;Intel UHD Graphics 620;Windows;10;1.5;847.00;True;2073600.0;Intel;Core i5 8250U;1.6;256GB;SSD;
Lenovo;ThinkPad Yoga;2 in 1 Convertible;13.3;IPS Panel Full HD / Touchscreen 1920x1080;8;Intel HD Graphics 620;Windows;10;1.37;1399.00;True;2073600.0;Intel;Core i5 7200U;2.5;256GB;SSD;
HP;Spectre x360;2 in 1 Convertible;13.3;IPS Panel Full HD / Touchscreen 1920x1080;8;Intel UHD Graphics 620;Windows;10;1.26;1398.99;True;2073600.0;Intel;Core i5 8250U;1.6;256GB;SSD;
Acer;Spin 3;Notebook;15.6;IPS Panel Full HD / Touchscreen 1920x1080;6;Intel HD Graphics 620;Windows;10;2.1;479.00;True;2073600.0;Intel;Core i3 7100U;2.4;1TB;HDD;
Lenovo;Yoga 520-14IKB;2 in 1 Convertible;14.0;IPS Panel Full HD / Touchscreen 1920x1080;4;Intel HD Graphics 620;Windows;10;1.74;629.00;True;2073600.0;Intel;Core i3 7100U;2.4;256GB;SSD;
Asus;ZenBook Flip;2 in 1 Convertible;13.3;Full HD / Touchscreen 1920x1080;8;Intel HD Graphics 620;Windows;10;1.1;1315.00;True;2073600.0;Intel;Core i5 8250U;1.6;256GB;SSD;
Dell;Inspiron 5579;2 in 1 Convertible;15.6;Full HD / Touchscreen 1920x1080;8;Intel UHD Graphics 620;Windows;10;1.56;1049.00;True;2073600.0;Intel;Core i7 8550U;1.8;256GB;SSD;
Dell;Inspiron 7773;Notebook;17.3;Full HD / Touchscreen 1920x1080;16;Nvidia GeForce 150MX;Windows;10;2.77;1549.00;True;2073600.0;Intel;Core i7 8550U;1.8;512GB;SSD;
Dell;Inspiron 5379;2 in 1 Convertible;13.3;IPS Panel Full HD / Touchscreen 1920x1080;8;Intel UHD Graphics 620;Windows;10;1.62;839.00;True;2073600.0;Intel;Core i7 8550U;1.8;1TB;HDD;
Dell;Inspiron 5379;2 in 1 Convertible;13.3;Full HD / Touchscreen 1920x1080;16;Intel UHD Graphics 620;Windows;10;1.62;1279.00;True;2073600.0;Intel;Core i7 8550U;1.8;512GB;SSD;
Dell;Inspiron 5567;Notebook;15.6;Full HD / Touchscreen 1920x1080;16;AMD Radeon R7 M445;Windows;10;2.3;859.01;True;2073600.0;Intel;Core i7 7500U;2.7;1TB;HDD;
Acer;Aspire R7;2 in 1 Convertible;13.3;IPS Panel Full HD / Touchscreen 1920x1080;8;Intel HD Graphics 520;Windows;10;1.6;689.00;True;2073600.0;Intel;Core i5 6200U;2.3;256GB;SSD;
Lenovo;Yoga 910-13IKB;2 in 1 Convertible;13.9;IPS Panel Full HD / Touchscreen 1920x1080;8;Intel HD Graphics 620;Windows;10;1.38;1079.00;True;2073600.0;Intel;Core i7 7500U;2.7;256GB;SSD;
Dell;Inspiron 5579;2 in 1 Convertible;15.6;IPS Panel Full HD / Touchscreen 1920x1080;8;Intel UHD Graphics 620;Windows;10;2.08;819.00;True;2073600.0;Intel;Core i7 8550U;1.8;1TB;HDD;
Lenovo;Yoga 920-13IKB;2 in 1 Convertible;13.9;IPS Panel Full HD / Touchscreen 1920x1080;8;Intel UHD Graphics 620;Windows;10;1.37;1849.00;True;2073600.0;Intel;Core i7 8550U;1.8;512GB;SSD;
Lenovo;Yoga 720-15IKB;2 in 1 Convertible;15.6;IPS Panel Full HD / Touchscreen 1920x1080;8;Nvidia GeForce GTX 1050M;Windows;10;2;1699.00;True;2073600.0;Intel;Core i7 7700HQ;2.8;512GB;SSD;
Dell;Inspiron 5579;2 in 1 Convertible;15.6;Full HD / Touchscreen 1920x1080;8;Intel UHD Graphics 620;Windows;10;2.67;799.00;True;2073600.0;Intel;Core i5 8250U;1.6;256GB;SSD;
Asus;ZenBook Flip;2 in 1 Convertible;13.3;Full HD / Touchscreen 1920x1080;8;Intel UHD Graphics 620;Windows;10;1.1;1499.00;True;2073600.0;Intel;Core i7 8550U;1.8;512GB;SSD;512GB SSD
Acer;SP315-51 (i7-7500U/12GB/1TB/FHD/W10);Notebook;15.6;IPS Panel Full HD / Touchscreen 1920x1080;12;Intel HD Graphics 620;Windows;10;2.15;659.00;True;2073600.0;Intel;Core i7 7500U;2.7;1TB;HDD;
HP;EliteBook x360;2 in 1 Convertible;13.3;Full HD / Touchscreen 1920x1080;16;Intel HD Graphics 620;Windows;10;1.28;1975.00;True;2073600.0;Intel;Core i7 7600U;2.8;256GB;SSD;
Asus;ZenBook Flip;2 in 1 Convertible;15.6;Full HD / Touchscreen 1920x1080;12;Nvidia GeForce GT 940MX;Windows;10;2.26;1099.00;True;2073600.0;Intel;Core i7 7500U;2.7;512GB;SSD;2TB HDD
Dell;Inspiron 5379;2 in 1 Convertible;13.3;Full HD / Touchscreen 1920x1080;8;Intel UHD Graphics 620;Windows;10;1.62;869.01;True;2073600.0;Intel;Core i7 8550U;1.8;256GB;SSD;
Asus;ZenBook Flip;Ultrabook;13.3;Full HD / Touchscreen 1920x1080;16;Intel HD Graphics 620;Windows;10;1.1;1748.90;True;2073600.0;Intel;Core i7 7500U;2.7;512GB;SSD;
Acer;Aspire R7;2 in 1 Convertible;13.3;IPS Panel Full HD / Touchscreen 1920x1080;8;Intel HD Graphics 520;Windows;10;1.6;789.01;True;2073600.0;Intel;Core i7 6500U;2.5;256GB;SSD;
Asus;ZenBook Flip;2 in 1 Convertible;13.3;IPS Panel Full HD / Touchscreen 1920x1080;8;Intel HD Graphics 620;Windows;10;1.27;928.00;True;2073600.0;Intel;Core i5 7200U;2.5;256GB;SSD;
Mediacom;FlexBook Edge;2 in 1 Convertible;11.6;IPS Panel Full HD / Touchscreen 1920x1080;4;Intel HD Graphics 500;Windows;10;1.16;299.00;True;2073600.0;Intel;Celeron Dual Core N3350;1.1;32GB;SSD;
Dell;Latitude 7390;Ultrabook;13.3;Full HD / Touchscreen 1920x1080;8;Intel UHD Graphics 620;Windows;10;1.42;1841.85;True;2073600.0;Intel;Core i5 8250U;1.6;256GB;SSD;
Toshiba;Portege X30-D-10L;Ultrabook;13.3;Full HD / Touchscreen 1920x1080;32;Intel HD Graphics 620;Windows;10;1.05;2799.00;True;2073600.0;Intel;Core i7 7500U;2.7;512GB;SSD;
Asus;Rog G752VL-UH71T;Gaming;17.3;IPS Panel Full HD / Touchscreen 1920x1080;24;Nvidia GeForce GTX 965M;Windows;10;4.33;1269.00;True;2073600.0;Intel;Core i7 6700HQ;2.6;256GB;SSD;1TB HDD
Lenovo;Yoga 920-13IKB;2 in 1 Convertible;13.9;IPS Panel Full HD / Touchscreen 1920x1080;8;Intel UHD Graphics 620;Windows;10;1.4;1599.00;True;2073600.0;Intel;Core i5 8250U;1.6;256GB;SSD;
Dell;XPS 13;Ultrabook;13.3;IPS Panel Full HD / Touchscreen 1920x1080;8;Intel HD Graphics 620;Windows;10;1.29;899.00;True;2073600.0;Intel;Core i5 7200U;2.5;128GB;SSD;
Acer;Spin SP111-31;2 in 1 Convertible;11.6;IPS Panel Full HD / Touchscreen 1920x1080;4;Intel HD Graphics 500;Windows;10;1.25;349.00;True;2073600.0;Intel;Celeron Dual Core N3350;2.0;32GB;Flash Storage;
Toshiba;Tecra X40-D-10H;Ultrabook;14.0;Full HD / Touchscreen 1920x1080;16;Intel HD Graphics 620;Windows;10;1.24;1865.00;True;2073600.0;Intel;Core i7 7500U;2.7;512GB;SSD;
Lenovo;ThinkPad Yoga;2 in 1 Convertible;13.3;IPS Panel Full HD / Touchscreen 1920x1080;8;Intel HD Graphics 620;Windows;10;1.37;2025.00;True;2073600.0;Intel;Core i7 7500U;2.7;512GB;SSD;
Dell;Latitude 5289;2 in 1 Convertible;12.5;Full HD / Touchscreen 1920x1080;8;Intel HD Graphics 620;Windows;10;1.34;1670.00;True;2073600.0;Intel;Core i5 7200U;2.5;256GB;SSD;
Dell;Precision 3520;Workstation;15.6;Full HD / Touchscreen 1920x1080;8;Nvidia Quadro M620;Windows;10;2.06;1763.00;True;2073600.0;Intel;Core i7 7700HQ;2.8;256GB;SSD;
Lenovo;Yoga 720-15IKB;2 in 1 Convertible;15.6;IPS Panel Full HD / Touchscreen 1920x1080;8;Intel HD Graphics 630;Windows;10;2;1299.00;True;2073600.0;Intel;Core i7 7700HQ;2.8;256GB;SSD;
Asus;Q304UA-BHI5T11 (i5-7200U/6GB/1TB/FHD/W10);2 in 1 Convertible;13.3;Full HD / Touchscreen 1920x1080;6;Intel HD Graphics 620;Windows;10;1.5;639.01;True;2073600.0;Intel;Core i5 7200U;2.5;1TB;HDD;
Lenovo;ThinkPad Yoga;2 in 1 Convertible;13.3;IPS Panel Full HD / Touchscreen 1920x1080;8;Intel HD Graphics 620;Windows;10;1.37;1757.42;True;2073600.0;Intel;Core i7 7500U;2.7;256GB;SSD;
HP;15-ay047nv (i3-6006U/6GB/1TB/Radeon;Notebook;15.6;1920x1080;6;AMD Radeon R5 M430;Windows;10;2.04;539.00;False;2073600.0;Intel;Core i3 6006U;2;1TB;HDD;
Lenovo;Yoga 720-13IKB;2 in 1 Convertible;13.3;IPS Panel Full HD / Touchscreen 1920x1080;8;Intel HD Graphics 620;Windows;10;1.3;1034.00;True;2073600.0;Intel;Core i5 7200U;2.5;256GB;SSD;
HP;Pavilion X360;2 in 1 Convertible;14.0;IPS Panel Full HD / Touchscreen 1920x1080;4;Nvidia GeForce 940MX;Windows;10;1.63;699.00;True;2073600.0;Intel;Core i3 7100U;2.4;128GB;SSD;
Lenovo;Yoga 730;2 in 1 Convertible;13.3;IPS Panel Full HD / Touchscreen 1920x1080;8;Intel UHD Graphics 620;Windows;10;1.19;1499.00;True;2073600.0;Intel;Core i7 8550U;1.8;512GB;SSD;
Lenovo;Yoga 910-13IKB;2 in 1 Convertible;14.0;Full HD / Touchscreen 1920x1080;16;Intel HD Graphics 620;Windows;10;1.38;1749.00;True;2073600.0;Intel;Core i7 7500U;2.7;512GB;SSD;
Toshiba;Portege Z30T-C-133;Ultrabook;13.3;Full HD / Touchscreen 1920x1080;16;Intel HD Graphics 520;Windows;10;1.36;1877.00;True;2073600.0;Intel;Core i7 6500U;2.5;512GB;SSD;
Acer;Spin 5;2 in 1 Convertible;13.3;IPS Panel Full HD / Touchscreen 1920x1080;8;Intel UHD Graphics 620;Windows;10;1.6;999.00;True;2073600.0;Intel;Core i5 8250U;1.6;256GB;SSD;
Dell;Inspiron 5378;2 in 1 Convertible;13.3;Full HD / Touchscreen 1920x1080;4;Intel HD Graphics 620;Windows;10;1.71;649.00;True;2073600.0;Intel;Core i3 7100U;2.4;1TB;HDD;
Dell;Inspiron 5379;2 in 1 Convertible;13.3;Full HD / Touchscreen 1920x1080;8;Intel UHD Graphics 620;Windows;10;1.55;659.00;True;2073600.0;Intel;Core i5 8250U;1.6;1TB;HDD;
Toshiba;Tecra X40-D-10G;Notebook;14.0;IPS Panel Full HD / Touchscreen 1920x1080;8;Intel HD Graphics 620;Windows;10;1.25;1535.00;True;2073600.0;Intel;Core i5 7200U;2.5;256GB;SSD;
Lenovo;Flex 5;2 in 1 Convertible;14.0;Full HD / Touchscreen 1920x1080;8;Intel HD Graphics 620;Windows;10;1.7;999.00;True;2073600.0;Intel;Core i5 7200U;2.5;256GB;SSD;
Samsung;Notebook 9;Ultrabook;13.3;Full HD / Touchscreen 1920x1080;8;Intel HD Graphics 620;Windows;10;1.31;1599.00;True;2073600.0;Intel;Core i7 7500U;2.7;256GB;SSD;
Samsung;Notebook 9;2 in 1 Convertible;15.0;Full HD / Touchscreen 1920x1080;16;AMD Radeon 540;Windows;10;1.71;1799.00;True;2073600.0;Intel;Core i7 7500U;2.7;256GB;SSD;
Asus;Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce;2 in 1 Convertible;15.6;Full HD / Touchscreen 1920x1080;12;Nvidia GeForce 940MX;Windows;10;2.3;839.00;True;2073600.0;Intel;Core i7 7500U;2.7;2TB;HDD;
Asus;VivoBook Max;Notebook;15.6;1920x1080;8;Intel HD Graphics 505;Windows;10;2;581.90;False;2073600.0;Intel;Pentium Dual Core N4200;1.1;128GB;SSD;
Vero;K146 (N3350/4GB/32GB/W10);Notebook;14.0;1920x1080;4;Intel HD Graphics 500;Windows;10;1.22;202.90;False;2073600.0;Intel;Celeron Dual Core N3350;1.1;32GB;Flash Storage;
Lenovo;ThinkPad Yoga;2 in 1 Convertible;13.3;IPS Panel Full HD / Touchscreen 1920x1080;8;Intel HD Graphics 620;Windows;10;1.37;1970.00;True;2073600.0;Intel;Core i7 7500U;2.7;512GB;SSD;
Lenovo;Yoga 510-15IKB;2 in 1 Convertible;15.6;Full HD / Touchscreen 1920x1080;8;AMD Radeon R7 M460;Windows;10;2.08;959.00;True;2073600.0;Intel;Core i5 7200U;2.5;256GB;SSD;
Lenovo;Yoga 910-13IKB;2 in 1 Convertible;13.9;IPS Panel Full HD / Touchscreen 1920x1080;8;Intel HD Graphics 620;Windows;10;1.38;1349.00;True;2073600.0;Intel;Core i7 7500U;2.7;256GB;SSD;
Asus;ZenBook Flip;2 in 1 Convertible;13.3;Touchscreen / Full HD 1920x1080;8;Intel HD Graphics 620;Windows;10;1.1;1358.00;True;2073600.0;Intel;Core i5 7200U;2.5;256GB;SSD;
HP;EliteBook x360;2 in 1 Convertible;13.3;Full HD / Touchscreen 1920x1080;8;Intel HD Graphics 620;Windows;10;1.28;2277.00;True;2073600.0;Intel;Core i5 7200U;2.5;256GB;SSD;
HP;EliteBook x360;2 in 1 Convertible;13.3;Full HD / Touchscreen 1920x1080;8;Intel HD Graphics 620;Windows;10;1.28;2559.00;True;2073600.0;Intel;Core i7 7600U;2.8;256GB;SSD;
Dell;Inspiron 5368;Notebook;13.3;Full HD / Touchscreen 1920x1080;8;Intel HD Graphics 520;Windows;10;1.62;649.00;True;2073600.0;Intel;Core i5 6200U;2.3;1TB;HDD;
Lenovo;ThinkPad Yoga;2 in 1 Convertible;13.3;IPS Panel Full HD / Touchscreen 1920x1080;8;Intel HD Graphics 620;Windows;10;1.37;1950.00;True;2073600.0;Intel;Core i7 7500U;2.7;256GB;SSD;
HP;EliteBook x360;2 in 1 Convertible;13.3;Full HD / Touchscreen 1920x1080;4;Intel HD Graphics 620;Windows;10;1.28;1700.00;True;2073600.0;Intel;Core i5 7200U;2.5;256GB;SSD;
HP;EliteBook x360;2 in 1 Convertible;13.3;Full HD / Touchscreen 1920x1080;4;Intel HD Graphics 620;Windows;10;1.28;1799.00;True;2073600.0;Intel;Core i5 7200U;2.5;256GB;SSD;
Dell;XPS 13;2 in 1 Convertible;13.3;Full HD / Touchscreen 1920x1080;16;Intel HD Graphics 615;Windows;10;1.22;1649.00;True;2073600.0;Intel;Core i7 7Y75;1.3;256GB;SSD;
LG;Gram 15Z970;Ultrabook;15.6;IPS Panel Full HD / Touchscreen 1920x1080;16;Intel HD Graphics 620;Windows;10;1.08;2099.00;True;2073600.0;Intel;Core i7 7500U;2.7;512GB;SSD;
LG;Gram 14Z970;Ultrabook;14.0;IPS Panel Full HD / Touchscreen 1920x1080;8;Intel HD Graphics 620;Windows;10;0.98;1899.00;True;2073600.0;Intel;Core i7 7500U;2.7;512GB;SSD;
Lenovo;ThinkPad Yoga;2 in 1 Convertible;13.3;IPS Panel Full HD / Touchscreen 1920x1080;8;Intel HD Graphics 620;Windows;10;1.37;1825.00;True;2073600.0;Intel;Core i5 7200U;2.5;512GB;SSD;
Lenovo;Yoga 700-11ISK;2 in 1 Convertible;11.3;IPS Panel Full HD / Touchscreen 1920x1080;8;Intel HD Graphics 515;Windows;10;1.1;1299.00;True;2073600.0;Intel;Core M m7-6Y75;1.2;256GB;SSD;
Dell;Latitude 7280;Ultrabook;12.5;Full HD / Touchscreen 1920x1080;8;Intel HD Graphics;Windows;10;1.36;1472.20;True;2073600.0;Intel;Core i5 7200U;2.5;256GB;SSD;
Dell;XPS 13;2 in 1 Convertible;13.3;Full HD / Touchscreen 1920x1080;8;Intel HD Graphics 615;Windows;10;1.24;1899.00;True;2073600.0;Intel;Core i5 7Y54;1.2;256GB;SSD;
Toshiba;Portege X20W-D-10V;Ultrabook;12.5;Full HD / Touchscreen 1920x1080;8;Intel HD Graphics 620;Windows;10;1.1;1790.00;True;2073600.0;Intel;Core i7 7500U;2.7;512GB;SSD;
Dell;Inspiron 7579;2 in 1 Convertible;15.6;IPS Panel Full HD / Touchscreen 1920x1080;12;Intel HD Graphics 620;Windows;10;2.19;1299.00;True;2073600.0;Intel;Core i7 7500U;2.7;512GB;SSD;
Dell;Inspiron 5378;2 in 1 Convertible;13.3;Full HD / Touchscreen 1920x1080;8;Intel HD Graphics 620;Windows;10;1.68;889.00;True;2073600.0;Intel;Core i5 7200U;2.5;256GB;SSD;
HP;Spectre 13-V111dx;Ultrabook;13.3;IPS Panel Full HD / Touchscreen 1920x1080;8;Intel HD Graphics 620;Windows;10;1.11;1349.00;True;2073600.0;Intel;Core i7 7500U;2.7;256GB;SSD;
Dell;Inspiron 5568;2 in 1 Convertible;15.6;IPS Panel Full HD / Touchscreen 1920x1080;4;Intel HD Graphics 520;Windows;10;2.08;795.99;True;2073600.0;Intel;Core i3 6100U;2.3;1TB;HDD;
Lenovo;Yoga 500-15ISK;2 in 1 Convertible;15.6;IPS Panel Full HD / Touchscreen 1920x1080;4;Intel HD Graphics 520;Windows;10;1.8;847.00;True;2073600.0;Intel;Core i7 6500U;2.5;256GB;SSD;
Dell;Inspiron 5578;2 in 1 Convertible;15.6;IPS Panel Full HD / Touchscreen 1920x1080;8;Intel HD Graphics 620;Windows;10;2.3;1094.00;True;2073600.0;Intel;Core i5 7200U;2.7;256GB;SSD;
Dell;Inspiron 7378;2 in 1 Convertible;13.3;IPS Panel Full HD / Touchscreen 1920x1080;12;Intel HD Graphics 620;Windows;10;1.6;1299.00;True;2073600.0;Intel;Core i7 7500U;2.7;256GB;SSD;
Dell;Inspiron 5368;2 in 1 Convertible;13.3;Full HD / Touchscreen 1920x1080;8;Intel HD Graphics 520;Windows;10;1.62;798.01;True;2073600.0;Intel;Core i7 6500U;2.5;256GB;SSD;
Lenovo;ThinkPad Yoga;Ultrabook;12.5;IPS Panel Full HD / Touchscreen 1920x1080;8;Intel HD Graphics 520;Windows;10;1.3;1713.49;True;2073600.0;Intel;Core i7 6500U;2.5;256GB;SSD;
Lenovo;Yoga 500-15ISK;2 in 1 Convertible;15.6;IPS Panel Full HD / Touchscreen 1920x1080;4;Intel HD Graphics 520;Windows;10;2.1;867.00;True;2073600.0;Intel;Core i5 6200U;2.3;256GB;SSD;
Lenovo;ThinkPad Yoga;2 in 1 Convertible;14.0;IPS Panel Full HD / Touchscreen 1920x1080;8;Intel HD Graphics 520;Windows;10;1.8;1669.00;True;2073600.0;Intel;Core i7 6500U;2.5;256GB;SSD;
HP;Spectre Pro;2 in 1 Convertible;13.3;Full HD / Touchscreen 1920x1080;8;Intel HD Graphics 520;Windows;10;1.48;1629.00;True;2073600.0;Intel;Core i5 6300U;2.4;256GB;SSD;
Dell;Inspiron 5578;2 in 1 Convertible;15.6;Full HD / Touchscreen 1920x1080;16;Intel HD Graphics 620;Windows;10;2.09;1179.00;True;2073600.0;Intel;Core i7 7500U;2.7;512GB;SSD;
Dell;Inspiron 7378;2 in 1 Convertible;13.3;IPS Panel Full HD / Touchscreen 1920x1080;8;Intel HD Graphics 620;Windows;10;1.6;1199.00;True;2073600.0;Intel;Core i5 7200U;2.5;256GB;SSD;
Dell;Inspiron 5579;2 in 1 Convertible;15.6;Full HD / Touchscreen 1920x1080;16;Intel UHD Graphics 620;Windows;10;2;1285.00;True;2073600.0;Intel;Core i7 8550U;1.8;512GB;SSD;
Dell;Inspiron 7579;2 in 1 Convertible;15.6;IPS Panel Full HD / Touchscreen 1920x1080;8;Intel HD Graphics 620;Windows;10;2.191;999.00;True;2073600.0;Intel;Core i5 7200U;2.5;256GB;SSD;
Acer;SP714-51 (i7-7Y75/8GB/256GB/FHD/W10);2 in 1 Convertible;14.0;IPS Panel Full HD / Touchscreen 1920x1080;8;Intel HD Graphics 615;Windows;10;1.2;1149.00;True;2073600.0;Intel;Core i7 7Y75;1.3;256GB;SSD;
Dell;Inspiron 5578;2 in 1 Convertible;15.0;Full HD / Touchscreen 1920x1080;4;Intel HD Graphics 620;Windows;10;2.08;509.00;True;2073600.0;Intel;Core i3 7100U;2.4;500GB;HDD;
Lenovo;IdeaPad Y700-15ISK;Gaming;15.6;IPS Panel Full HD / Touchscreen 1920x1080;16;Nvidia GeForce GTX 960M;Windows;10;2.6;1029.00;True;2073600.0;Intel;Core i7 6700HQ;2.6;128GB;SSD;1TB HDD
Lenovo;ThinkPad Yoga;Netbook;12.5;IPS Panel Full HD / Touchscreen 1920x1080;16;Intel HD Graphics 520;Windows;10;1.3;1650.00;True;2073600.0;Intel;Core i7 6500U;2.50;512GB;SSD;
Dell;Inspiron 7779;2 in 1 Convertible;17.3;Full HD / Touchscreen 1920x1080;16;Nvidia GeForce 940MX;Windows;10;2.77;1799.00;True;2073600.0;Intel;Core i7 7500U;2.7;512GB;SSD;
Lenovo;Yoga 500-14IBD;2 in 1 Convertible;14.0;Full HD / Touchscreen 1920x1080;4;Intel HD Graphics 520;Windows;10;1.8;833.01;True;2073600.0;Intel;Core i5 6200U;2.3;128GB;SSD;
Lenovo;Yoga 500-14ISK;2 in 1 Convertible;14.0;IPS Panel Full HD / Touchscreen 1920x1080;4;Intel HD Graphics 520;Windows;10;1.8;638.00;True;2073600.0;Intel;Core i7 6500U;2.5;128GB;SSD;
Lenovo;Yoga 500-14ISK;2 in 1 Convertible;14.0;IPS Panel Full HD / Touchscreen 1920x1080;4;Intel HD Graphics 520;Windows;10;1.8;638.00;True;2073600.0;Intel;Core i7 6500U;2.5;128GB;SSD;
Lenovo;Yoga 500-14ISK;2 in 1 Convertible;14.0;IPS Panel Full HD / Touchscreen 1920x1080;4;Intel HD Graphics 520;Windows;10;1.8;638.00;True;2073600.0;Intel;Core i7 6500U;2.5;128GB;SSD;
Dell;Inspiron 7577;Gaming;15.6;IPS Panel 4K Ultra HD 3840x2160;16;Nvidia GeForce GTX 1060;Windows;10;2.65;1845.00;False;8294400.0;Intel;Core i7 7700HQ;2.8;512GB;SSD;1TB HDD
Dell;Precision 7520;Workstation;15.6;4K Ultra HD 3840x2160;16;Nvidia Quadro M1200;Windows;10;2.8;3055.00;False;8294400.0;Intel;Xeon E3-1505M V6;3;256GB;SSD;1TB HDD
Lenovo;IdeaPad 320-17IKB;Notebook;17.3;1600x900;6;Nvidia GeForce 940MX;Windows;10;2.8;859.00;False;1440000.0;Intel;Core i7 7500U;2.7;128GB;SSD;1TB HDD
Lenovo;IdeaPad 320-17IKB;Notebook;17.3;1600x900;6;Nvidia GeForce GTX 940MX;Windows;10;2.8;719.00;False;1440000.0;Intel;Core i5 7200U;2.5;128GB;SSD;1TB HDD
Dell;Alienware 17;Gaming;17.3;IPS Panel 2560x1440;16;Nvidia GeForce GTX 1070;Windows;10;4.42;2799.00;False;3686400.0;Intel;Core i7 7820HK;2.9;256GB;SSD;1TB HDD
Asus;ZenBook Pro;Notebook;15.6;IPS Panel 4K Ultra HD 3840x2160;12;Intel HD Graphics 530;Windows;10;2.06;1299.00;False;8294400.0;Intel;Core i7 6700HQ;2.6;128GB;SSD;1TB HDD
Asus;Zenbook UX510UW-FI095T;Notebook;15.6;IPS Panel 4K Ultra HD 3840x2160;8;Nvidia GeForce GTX 960M;Windows;10;2;1299.00;False;8294400.0;Intel;Core i7 7500U;2.7;256GB;SSD;1TB HDD
Lenovo;IdeaPad 320-17IKB;Notebook;17.3;1600x900;6;Nvidia GeForce 940MX;Windows;10;2.8;949.00;False;1440000.0;Intel;Core i7 7500U;2.7;128GB;SSD;1TB HDD
MSI;GS63VR 7RF;Gaming;15.6;4K Ultra HD 3840x2160;16;Nvidia GeForce GTX 1060;Windows;10;1.8;2299.00;False;8294400.0;Intel;Core i7 7700HQ;2.8;256GB;SSD;2TB HDD
Dell;Alienware 17;Gaming;17.3;IPS Panel 4K Ultra HD 3840x2160;32;Nvidia GeForce GTX 1070;Windows;10;4.42;3147.37;False;8294400.0;Intel;Core i7 7700HQ;2.8;512GB;SSD;1TB HDD
Dell;Alienware 17;Gaming;17.3;4K Ultra HD 3840x2160;32;Nvidia GeForce GTX 1070;Windows;10;4.36;3659.40;False;8294400.0;Intel;Core i7 7700HQ;2.8;1TB;SSD;1TB HDD
Dell;Alienware 17;Gaming;15.6;IPS Panel 4K Ultra HD 3840x2160;16;Nvidia GeForce GTX 1070;Windows;10;4.42;2868.99;False;8294400.0;Intel;Core i7 7700HQ;2.8;256GB;SSD;1TB HDD
Dell;Inspiron 7559;Gaming;15.6;IPS Panel Touchscreen / 4K Ultra HD 3840x2160;16;Nvidia GeForce GTX 960M;Windows;10;2.72;1099.00;True;8294400.0;Intel;Core i7 6700HQ;2.6;128GB;SSD;1TB HDD
